pH,DO,BOD,Conductivity,Nitrate,Fecal_Coliform,Turbidity,Potability
8.0,7.3,4.3,257.0,1.71,13000.0,3.7087008781576323,1
8.2,8.4,2.8,345.0,1.71,3122.0,3.7563058867877173,0
8.2,8.4,2.9,357.0,1.71,7500.0,3.632086687508287,0
8.2,8.4,2.7,327.0,1.71,2767.0,3.1591316890904757,0
7.8,8.3,2.7,259.0,1.71,1188.0,3.9423671691458813,1
7.7,8.5,2.8,298.0,1.71,1922.0,4.008086740092166,1
8.3,8.4,2.9,334.0,1.71,9000.0,4.102537926648425,0
8.2,8.4,2.9,350.0,1.71,5667.0,4.4366576457462,0
7.8,7.3,2.7,413.0,1.71,1589.0,3.646775783963501,1
8.3,8.4,2.8,327.0,1.71,2675.0,3.4142245861774385,0
8.0,8.0,2.7,375.0,1.71,2575.0,4.157778420810658,0
8.0,7.9,3.0,375.0,1.71,7638.0,4.157778420810658,1
8.0,7.8,2.7,345.0,1.71,2178.0,3.7563058867877173,1
7.9,7.8,2.7,363.0,1.71,1943.0,4.372340604345938,1
7.9,7.7,2.8,368.0,1.71,3686.0,3.5754768140705835,1
8.0,7.9,2.8,344.0,1.71,5611.0,3.6512813408381133,1
7.8,8.3,2.2,294.0,0.39,105364.0,4.228102300246413,1
7.8,8.5,2.1,290.0,0.34,13573.0,4.58240030885735,1
7.9,8.2,1.7,289.0,0.26,3064.0,3.893384996404362,1
7.8,7.7,2.1,287.0,0.43,84667.0,4.110865799415947,1
7.9,7.8,1.9,286.0,0.26,66667.0,3.5403881363173353,1
7.8,7.8,4.0,306.0,0.3,270333.0,4.218761469448063,1
7.8,7.3,4.0,301.0,0.27,130750.0,3.87471099915935,1
7.8,6.8,4.1,316.0,0.29,164833.0,4.017667287489024,1
7.8,5.9,2.8,326.0,0.38,32500.0,4.5654605309182115,1
7.9,7.1,2.3,3186.0,0.34,20333.0,3.8460793215234537,1
7.6,8.4,1.318,74.0,0.2,6643.4,4.696821051197098,1
7.8,9.0,4.0,111.0,0.2,31105.4,3.6195174153079903,1
7.8,8.3,0.9,171.0,0.06,275.0,3.494536951389653,1
7.8,7.7,2.7,185.0,0.07,4865.0,4.277766565822246,1
7.6,8.0,1.1,482.0,0.19,1616.0,4.051413608350377,1
7.8,8.2,1.1,321.0,0.34,10.0,3.707502895557225,1
7.8,9.1,1.4,273.0,1.38,31218.0,4.522549801647056,1
7.9,7.5,1.1,372.0,1.38,27020.0,4.405362700686121,1
7.9,6.9,2.3,438.0,1.38,69933.0,3.7702082195850815,1
8.0,7.8,2.2,594.0,1.38,9125.0,3.2033511045741934,0
7.8,0.8,15.5,1154.0,1.38,42000000.0,3.8460793215234537,1
7.8,0.5,13.0,969.0,1.38,110000000.0,3.8460793215234537,1
7.5,1.6,14.5,991.0,1.38,3283222.0,3.8460793215234537,1
6.9,2.1,14.4,441.3708554006698,1.38,21000.0,3.9068431573723514,1
7.7,3.8,11.4,493.18772849050174,1.38,718000.0,3.785163099280696,1
7.0,0.8,15.4,394.5071758571635,1.38,37000.0,3.8070044106658303,1
7.8,4.8,8.8,1058.0,1.38,2374000.0,3.8460793215234537,1
7.8,4.3,7.0,1070.0,1.38,284900.0,3.8460793215234537,1
7.9,3.1,11.0,1142.0,1.38,6380100.0,3.8460793215234537,1
7.3,3.8,11.8,193.0,1.38,37000.0,4.277766565822246,1
8.0,6.9,8.5,1126.0,1.38,223780.0,3.8460793215234537,0
8.2,8.8,8.1,1061.0,1.38,99030.0,3.8460793215234537,0
8.2,9.7,4.2,744.0,1.38,137630.0,3.8460793215234537,0
7.5,7.4,2.6,433.0,1.39,3195.0,4.326926314005503,1
7.9,6.5,2.5,610.0,1.33,1450.0,3.601744706572024,1
7.5,3.9,23.0,733.0,0.7,145000.0,3.8460793215234537,1
7.5,9.1,2.1,255.0,3.501894567616241,1662.0,3.627808694100372,1
7.8,7.1,5.9,430.0,3.79,2992.0,3.0877444628453614,1
7.6,7.24,86.0,1733.0,5.52,260000.0,3.8460793215234537,1
7.6,7.32,100.0,1532.0,0.7,230000000.0,3.8460793215234537,1
7.9,6.6,7.0,406.0,3.72,3567.0,3.3844511815174227,1
7.8,7.5,4.1,252.0,0.8,10500.0,4.309143120327393,1
8.4,5.5,23.0,287.0,1.154,74500.0,3.935903739070003,0
7.9,8.8,2.7,399.0,1.7,1093.0,3.922813699407228,1
7.7,7.4,4.1,246.0,1.45,11000.0,4.189429218875214,1
7.9,8.5,3.1,355.0,1.47,444.0,3.2534969070648194,1
7.9,7.9,3.6,355.0,1.71,1560.0,3.2534969070648194,1
7.4,3.6,7.5,427.0,3.74,70800.0,4.022845832732603,1
7.9,7.3,4.3,255.0,0.8,17000.0,3.693688531443631,1
7.7,7.5,4.0,244.0,1.45,13000.0,4.2513285652039805,1
8.1,7.5,3.6,387.0,0.55,158.0,3.9336552644823946,0
8.2,7.7,2.8,370.0,0.39,75.0,4.270818915784091,0
7.7,9.1,2.6,226.0,0.62,4091.0,4.494793555605671,1
8.2,7.7,2.8,421.0,0.44,118.0,3.903613619273087,0
8.1,7.6,3.0,425.0,0.5,153.0,4.398001029047533,0
7.8,8.8,2.6,297.0,1.412,1229.0,4.057594007914679,1
7.7,7.6,1.4,178.0,0.82,1100.0,4.277766565822246,1
7.7,7.2,2.1,185.0,0.89,1300.0,4.277766565822246,1
7.9,8.1,2.6,251.0,1.38,1056.0,4.309143120327393,1
7.8,8.5,2.6,262.0,1.38,989.0,4.273749013170238,1
8.7,7.0,2.5,343.0,1.38,500.0,4.413500870907805,0
7.7,6.9,2.6,290.0,1.38,1000.0,4.58240030885735,1
8.1,7.8,2.7,330.0,1.38,1200.0,4.291829256569075,0
8.2,7.9,2.7,331.0,1.38,1267.0,3.7351938909162086,0
8.0,7.6,2.7,480.0,1.38,1033.0,4.16586022329394,0
8.0,6.5,5.8,469.0,1.38,2167.0,4.240161260695091,1
7.6,7.6,2.7,218.0,1.38,800.0,4.424170406841098,1
7.5,7.5,2.7,214.0,1.38,1050.0,4.424170406841099,1
8.0,5.8,5.3,368.0,1.38,1067.0,3.6266191530428458,1
7.8,6.5,2.7,286.0,1.38,1050.0,3.5144192817682933,1
7.6,6.8,2.7,375.0,1.38,1600.0,4.046647954276716,1
7.8,7.6,2.7,361.0,1.38,900.0,3.9163315319323173,1
7.4,7.6,2.7,445.0,1.38,4267.0,4.492569550443962,1
8.0,8.0,2.7,391.0,1.38,1433.0,4.228931836515934,1
7.8,6.8,2.9,212.0,1.38,1700.0,4.424170406841099,1
7.6,7.0,3.0,332.0,1.38,900.0,3.9033311948546072,1
7.9,5.8,6.9,468.0,1.38,4600.0,4.082661727225755,1
7.6,2.5,9.5,962.0,1.38,9000.0,3.8460793215234537,1
7.4,9.3,0.6,68.0,0.13,5.0,1.9787387407399226,1
8.2,8.0,0.7,269.0,0.79,24.0,3.622104818571026,0
7.7,8.3,1.2,324.0,0.31,9.0,4.305683099696195,1
7.9,8.4,1.2,331.0,0.36,9.0,3.804203576326195,1
8.1,8.1,0.8,174.0,0.49,31.0,3.303183611001839,0
7.7,8.5,1.0,511.0,0.31,6.0,4.007960520217742,1
7.9,8.6,1.2,509.0,0.38,6.0,4.103096752879487,1
7.4,9.5,0.3,49.0,0.12,2.0,2.106626635911361,1
7.5,8.8,0.4,65.0,0.19,28.0,2.885716148223886,1
7.5,9.4,0.5,68.0,0.12,4.0,1.9787387407399226,1
7.9,7.6,2.7,461.0,2.44,9500.0,4.160164864193151,1
7.7,7.140000000000001,222.0,1253.0,2.24,77000000.0,3.8460793215234537,1
7.8,7.160000000000001,24.3,392.0,1.74,23000000.0,4.300319705339613,1
7.3,7.58,43.5,738.0,4.53,170000.0,3.8460793215234537,1
7.2,1.5,16.4,568.0,0.65,119364.0,4.012288796741338,1
7.9,7.8,1.4,360.0,1.7462017564859245,71.2,3.7148362739773746,1
8.0,7.8,1.6,445.0,3.5701069042025333,181.6,3.693411961659632,1
7.6,7.18,37.7,902.0,4.26,806.0,3.8460793215234537,1
7.6,10.6,4.1,634.0,1.28,6.0,3.761309652307722,1
7.9,7.5,2.0,646.0,0.93,4.0,4.1648418628678,1
7.9,7.8,3.4,436.0,1.35,3.0,3.709547769350219,1
7.9,7.2,3.3,643.0,4.37,12.0,4.1915510585450075,1
8.1,7.1,3.9,734.0,1.89,8.0,3.355537347047794,0
8.3,7.2,1.7,183.0,0.0,2150.0,4.277766565822246,0
8.1,7.1,3.7,428.0,0.06,13467.0,3.3856335002221494,0
7.5,8.8,5.4,691.0,3.122013311554615,7.0,3.814875034852066,1
7.7,8.1,1.9,375.0,0.46,7.0,4.046647954276716,1
7.7,6.6,2.5,416.0,1.23,1101.0,3.6515574053466127,1
7.4,5.6,18.4,5357.0,2.89,155250.2,3.7137446086017447,1
8.2,5.5,1.3,368.0,0.23,3.0,3.898194267894527,0
7.4,7.4,2.0,380.0,0.6,285.8,3.950540268861096,1
7.8,5.9,1.5,388.0,0.38,3.0,3.0558811089483093,1
8.1,5.5,2.1,515.0,0.43,5.0,3.888417892650133,0
8.0,5.6,1.0,473.0,0.62,3.0,3.6769599713030465,1
7.6,8.0,2.1,665.0,0.48,889.0,2.740766433862435,1
8.3,9.2,1.8,572.0,0.9920000000000002,5240.0,3.860979743146763,0
7.6,8.4,2.1,342.0,5.2234893944075,186.6,2.8024778648670194,1
7.6,7.7,2.6,618.0,1.800232564060098,915.0,3.2068929799025545,1
7.6,7.2,3.4,474.0,1.92,75.0,4.080042399706585,1
8.4,5.8,1.5,471.0,0.52,6.0,4.130155680210845,0
7.5,7.8,2.4,642.0,0.4,915.0,4.676117560821509,1
7.6,8.6,1.3,219.0,0.03,223.8,1.4186450806796471,1
8.2,6.1,13.7,1015.0,1.6,143655.6,3.7137446086017447,0
7.6,6.9,9.0,913.0,3.01,143709.6,3.7137446086017447,1
7.9,5.9,12.3,1053.0,1.95,622650.2,3.7137446086017447,1
7.9,5.4,1.3,421.0,0.67,5.0,3.910994154788137,1
8.2,5.5,1.7,535.0,0.57,4.0,4.364582069372984,0
8.0,8.0,1.9,897.0,0.4,882.4,3.7137446086017447,1
7.7,5.7,6.5,884.0,2.8,162.0,3.7221459597891124,1
7.6,7.7,2.0,693.0,0.3,889.0,3.9745072082123114,1
7.8,5.3,2.5,538.0,0.33,4.0,4.05257439966601,1
8.0,3.0,12.5,1547.0,0.52,8.0,3.7137446086017447,1
8.3,5.9,1.9,290.0,0.19,4.0,4.445534413868647,0
8.2,5.5,1.4,461.0,0.51,3.0,4.335380146644276,0
8.0,5.4,2.0,349.0,0.37,4.0,4.17621408100278,1
7.5,7.3,3.4,399.78445827495796,3.4296248554370288,90.4,4.587501015491363,1
7.5,7.1,2.6,399.78445827495796,5.595921994988411,148.2,4.587501015491363,1
7.6,7.1,2.6,327.2289649286341,5.82479075742266,142.2,3.9477863218287994,1
7.3,7.5,0.8,449.9395922557933,36.72907474926635,88.6,3.5809583373516993,1
7.6,7.8,1.9,186.0,0.29,2182.0,4.277766565822246,1
7.8,8.4,1.8,231.0,0.25,545.0,4.55049107468378,1
7.9,8.3,2.1,271.0,0.29,1036.0,4.192114814548555,1
8.0,6.3,3.9,457.0,1.97,6409.0,4.203356890971882,1
7.6,6.2,2.4,7398.0,0.32,361250.0,3.8460793215234537,1
7.7,7.6,3.0,276.0,0.63,1320.0,3.8129417561408614,1
7.5,7.5,1.3,543.7998195271363,9.668000000000001,39.4,4.587501015491363,1
7.8,8.1,2.2,210.0,0.5,12282.0,4.424170406841099,1
7.4,7.8,0.8,422.6504346251689,4.698738760317916,94.6,3.603356658776272,1
7.7,6.5,2.0,901.0,0.31,44909.0,3.8460793215234537,1
7.8,6.4,1.2,1496.0,0.38,55750.0,3.8460793215234537,1
7.6,8.0,2.6,283.0,0.29,860.0,3.6816585655049785,1
7.5,5.7,5.3,465.0,1.35,80400.0,4.156569432392614,1
7.5,5.6,4.2,523.0,0.97,15940.0,4.607309083111309,1
7.7,7.1,2.3,257.0,0.3,72818.0,3.7087008781576323,1
7.7,7.9,4.4,378.0,0.45,20118.0,4.243867138701727,1
7.6,4.8,2.4,450.0,0.41,32917.0,3.991949485058764,1
7.3,2.3,14.5,529.0,0.41,685909.0,4.506250661087535,1
7.2,1.9,16.1,514.0,0.48,1471818.0,4.02300340653551,1
7.8,7.6,2.2,159.0,0.18,1442.0,4.277766565822246,1
7.6,8.3,2.7,202.0,0.17,44273.0,4.277766565822246,1
7.0,7.2,3.3,148.0,0.33,99818.0,4.277766565822246,1
7.3,8.1,2.0,88.0,0.27,162818.0,4.277766565822246,1
7.7,7.3,2.7,384.0,1.198,1533.0,3.7202241972680126,1
7.7,1.6,10.2,4428.0,0.17,90364.0,3.8460793215234537,1
7.7,2.7,4.2,11409.0,0.64,42727.0,3.8460793215234537,1
6.5,6.7,2.6,432.0941171715823,8.32096161198794,145.6,4.3709203285053535,1
7.0,6.4,3.8,394.5071758571635,4.633393090826599,130.0,3.8070044106658303,1
7.3,7.9,2.6,128.0,0.13,180.0,2.1753241662941285,1
7.3,8.4,2.1,148.0,0.14,142.0,1.9142830533805324,1
7.1,6.4,1.5,151.0,0.12,124.0,1.1660099073070007,1
7.5,7.7,2.1,152.0,0.16,160.0,2.977950036838761,1
7.3,7.3,1.5,159.0,0.15,386.0,4.277766565822246,1
7.2,7.0,2.3,194.0,0.13,154.0,2.958696396722675,1
7.5,7.0,1.7,156.0,0.12,220.0,3.2132269549828907,1
7.4,7.4,1.9,153.0,0.12,200.0,3.1362694295602487,1
7.3,7.8,1.1,169.0,0.16,600.0,4.277766565822246,1
7.2,6.9,1.6,147.0,0.1,200.0,2.3289605218322165,1
7.8,4.0,1.8,199.0,5.524235921377128,121.2,2.931412887985892,1
7.7,5.1,0.8,271.0,3.5214440253342607,116.0,4.165123129693171,1
7.4,1.1,3.4,287.0,5.108721454525589,171.8,3.9376945022827003,1
7.8,4.7,1.3,273.0,2.329095066099497,120.2,2.7905629193064305,1
7.1,6.6,1.6,173.0,3.6591856279537844,141.2,2.534089592143061,1
7.5,3.0,1.6,295.0,8.833872933339297,92.6,3.8443214114715203,1
8.0,4.5,0.9,420.0,1.8554587419357798,60.0,3.2110916637446367,0
7.8,4.2,0.8,172.0,0.41600000000000004,450.4,2.360718063858681,1
7.0,8.9,1.7,104.0,0.11,1831.6,3.694529884352664,1
7.0,7.1,1.8,182.0,0.13,90.0,2.829430823042224,1
7.0,5.8,2.7,188.0,0.12,1068.8,2.6741953250514663,1
6.6,5.7,2.1,129.0,0.13,100.0,4.717506475247303,1
6.6,6.1,4.6,129.0,0.16,200.0,2.4980953313021166,1
7.9,6.9,1.2,242.0,0.12,120.0,1.9904517766485763,1
6.7,6.0,3.6,141.0,0.11,235.2,2.9966986986946256,1
7.3,8.9,1.3,94.0,0.1,120.0,1.982129532442401,1
6.7,7.6,3.0,142.0,0.11,330.0,3.679770256187824,1
7.6,7.1,1.6,111.0,0.11,233.0,1.4274822046454287,1
7.2,6.9,2.2,293.0,0.13,90.0,3.77102671095574,1
7.3,5.8,2.9,178.0,0.16,120.0,2.5666338790494856,1
6.8,4.7,1.7,57.0,0.13,341.6,2.6773677054764327,1
7.1,6.4,2.3,106.0,0.15,855.8,1.8297664255137633,1
7.1,6.1,2.3,127.0,0.12,547.0,4.277766565822246,1
7.9,6.9,2.4,189.0,0.12,100.0,3.267458610653354,1
7.2,7.2,2.0,127.0,0.11,200.0,2.555653556303732,1
7.1,0.0,41.5,739.0,0.27,970.0,3.8460793215234537,1
7.3,5.5,4.6,249.0,0.2,100.0,3.274126002792999,1
7.2,7.2,2.6,139.0,0.11,423.0,4.277766565822246,1
6.5,23.1,2.6,268.0,2.31,28.0,3.71440652590064,0
6.3,20.2,3.9,293.0,2.7,123.0,3.898740437436159,0
6.1,19.3,4.3,283.0,2.7,80.0,4.257374503490798,0
6.2,18.6,4.3,288.0,2.8,101.0,3.907433029224478,0
7.3,8.6,2.9,111.0,0.25,77333.0,4.277766565822246,1
6.4,22.9,2.4,278.0,2.3,27.0,4.512439640193387,0
6.5,22.4,3.2,293.0,2.32,35.0,3.898740437436159,1
6.2,23.1,3.3,256.0,2.37,37.0,3.693688531443631,0
6.4,22.4,3.6,277.0,2.54,48.0,4.1965199690352275,0
6.2,20.9,3.8,283.0,2.53,52.0,4.257374503490798,0
7.5,7.4,1.3,144.0,0.14,291.2,4.21655997514984,1
7.2,7.2,1.6,150.0,0.15,90.0,2.909476283803626,1
7.1,6.7,1.8,76.0,0.12,90.0,2.401796089799986,1
7.1,8.5,2.8,128.0,0.1,75.0,3.92745253716859,1
7.1,8.3,3.0,116.0,0.11,90.0,3.0394147055875607,1
6.5,7.3,1.5,85.0,0.1,455.0,4.277766565822246,0
6.8,7.1,3.2,145.0,0.11,90.0,3.5236537318950107,1
7.4,6.9,0.7,98.0,0.14,228.0,2.3237081657208507,1
7.2,7.1,2.8,145.0,0.14,220.0,1.9310403639983817,1
7.2,7.3,3.8,94.0,0.11,303.0,1.427482204645429,1
7.2,7.1,1.6,123.0,0.13,120.0,3.103889471201943,1
7.0,7.7,2.9,79.0,0.19,92818.0,4.277766565822246,1
7.2,7.4,2.7,139.0,0.19,72200.0,4.277766565822246,1
7.5,8.4,2.0,110.0,0.11,575.0,4.277766565822246,1
8.5,5.4,1.0,581.0,0.85,4.0,3.8384017621753515,0
8.3,7.8,1.0,517.0,0.36,4.0,3.1858233515945074,0
7.8,7.8,2.5,578.0,0.34,4.0,4.622967697499429,1
8.1,7.6,3.3,418.0,0.22,3.0,3.5581178441038626,0
8.3,8.8,2.0,561.0,0.38,3.0,3.634605067564948,0
8.3,7.7,3.4,354.0,0.14,4.0,3.9467415452497887,0
8.3,7.7,3.2,348.0,0.05,4.0,3.6620761683658856,0
8.1,7.7,3.1,403.0,0.05,4.0,3.1740149417222696,0
7.6,7.3,2.5,423.0,0.93,986.6,3.329973891582722,1
7.6,7.1,2.0,312.0,0.72,955.2,3.432324069931775,1
7.6,7.2,0.9,364.0,1.48,124.8,3.5666090851545165,1
7.5,7.1,2.1,426.0,0.99,857.0,3.9208830076816463,1
8.5,7.0,5.0,668.0,0.17,4.0,4.542838779583394,0
8.6,5.5,4.0,391.0,0.03,5.0,4.1835813066609875,0
8.1,7.1,4.0,506.0,0.47,90.0,3.7962434472086444,0
8.4,7.7,17.5,2945.0,0.27,7.0,3.7137446086017447,0
7.4,7.8,1.9,464.0,0.85,1.0,4.48708690082145,1
8.1,8.3,2.0,284.0,1.06,10.0,3.7121157607785866,0
7.6,8.0,1.4,593.0,1.3,2008.0,3.0760999174466397,1
8.0,8.6,1.3,255.0,0.98,4.0,3.693688531443631,0
8.0,7.9,1.8,269.0,0.9,8.0,3.622104818571026,1
8.2,8.0,2.1,299.0,1.03,6.0,4.147732041427944,0
7.5,7.0,1.8,336.0,0.48,880.8,3.8834354749568876,1
7.5,7.6,1.6,355.0,0.75,234.0,3.5985608959252984,1
7.9,7.6,2.3,274.0,0.18,5.0,3.7703999684238894,1
7.6,7.2,2.4,482.0,0.73,2.0,4.051413608350377,1
7.5,7.8,1.7,536.0,0.97,234.0,3.435454923293323,1
7.7,6.1,5.3,536.0,2.42,16.0,4.221263764455363,1
7.5,5.7,5.7,604.0,2.5,17.0,3.3902174021380262,1
7.6,6.2,4.7,573.0,3.14,19.0,4.6049665502514765,1
7.7,7.0,1.5,352.0,0.1,2215.0,4.177746583084909,1
8.0,7.4,1.9,359.0,0.22,677.0,3.7068735210735206,1
7.7,7.2,2.0,535.0,0.3,566.0,4.236197450097192,1
8.0,7.1,1.9,525.0,0.3,1058.0,4.21484418304801,1
7.9,7.0,1.9,659.0,0.27,1200.0,3.885335236676897,1
7.9,6.1,2.4,352.0,0.23,2350.0,4.177746583084909,1
7.5,4.4,4.9,25418.0,0.2,2815.0,3.7137446086017447,1
7.7,5.7,4.3,417.0,1.74,17.0,3.529279058430467,1
7.7,6.0,5.4,664.0,2.51,18.0,3.679118565389313,1
7.9,5.7,2.6,830.0,0.3,2250.0,3.8460793215234537,1
7.7,5.8,5.2,487.0,2.75,19.0,3.8496202503242087,1
7.8,7.5,2.2,521.0,3.4,12.0,3.792396801353509,1
7.8,5.2,6.6,995.0,3.25,116.0,3.7137446086017447,1
7.5,6.2,5.0,520.0,3.03,17.0,3.459957440505046,1
7.6,6.4,4.0,507.0,2.47,20.0,4.747497226862807,1
7.6,6.2,4.8,510.0,3.51,26.0,4.405964022741381,1
7.5,6.1,5.1,540.0,2.84,22.0,4.239483705673486,1
7.6,6.5,3.7,561.0,2.28,35.0,3.4694748410533336,1
7.7,6.5,3.8,579.0,2.54,29.0,4.420286970600026,1
7.9,5.2,5.7,840.0,2.04,178.0,3.7221459597891124,1
7.7,6.3,4.9,568.0,2.15,28.0,3.8134308067747753,1
